gene.names	cluster
ENSMUSG00000032076	Cadm1	2
ENSMUSG00000032086	Bace1	2
ENSMUSG00000032089	Il10ra	2
ENSMUSG00000032097	Ddx6	2
ENSMUSG00000032186	Tmod2	2
ENSMUSG00000032216	Nedd4	2
ENSMUSG00000032238	Rora	2
ENSMUSG00000032244	Fem1b	2
ENSMUSG00000032252	Glce	2
ENSMUSG00000032329	Hmg20a	2
ENSMUSG00000032340	Neo1	2
ENSMUSG00000032356	Rasgrf1	2
ENSMUSG00000032386	Trip4	2
ENSMUSG00000032393	Dpp8	2
ENSMUSG00000032410	Xrn1	2
ENSMUSG00000032411	Tfdp2	2
ENSMUSG00000032452	Clstn2	2
ENSMUSG00000032462	Pik3cb	2
ENSMUSG00000032481	Smarcc1	2
ENSMUSG00000032504	Pdcd6ip	2
ENSMUSG00000032512	Wdr48	2
ENSMUSG00000032536	Trak1	2
ENSMUSG00000032560	Dnajc13	2
ENSMUSG00000032571	Pik3r4	2
ENSMUSG00000032589	Bsn	2
ENSMUSG00000032601	Prkar2a	2
ENSMUSG00000032625	Thsd7a	2
ENSMUSG00000032652	Crebl2	2
ENSMUSG00000032666	1700025G04Rik	2
ENSMUSG00000032718	Mansc1	2
ENSMUSG00000032727	Mier3	2
ENSMUSG00000032777	Gtf3c1	2
ENSMUSG00000032826	Ank2	2
ENSMUSG00000032827	Ppp1r9a	2
ENSMUSG00000032855	Pkd1	2
ENSMUSG00000032890	Rims3	2
ENSMUSG00000032911	Cspg4	2
ENSMUSG00000032913	Lrig2	2
ENSMUSG00000032932	Hspa13	2
ENSMUSG00000033004	Mycbp2	2
ENSMUSG00000033009	Ogfod1	2
ENSMUSG00000033014	Trim33	2
ENSMUSG00000033054	Npat	2
ENSMUSG00000033059	Pygb	2
ENSMUSG00000033124	Atg9a	2
ENSMUSG00000033161	Atp1a1	2
ENSMUSG00000033166	Dis3	2
ENSMUSG00000033228	Scaf11	2
ENSMUSG00000033237	Arid2	2
ENSMUSG00000033278	Ptprm	2
ENSMUSG00000033295	Ptprf	2
ENSMUSG00000033306	Lpp	2
ENSMUSG00000033319	Fem1c	2
ENSMUSG00000033364	Usp37	2
ENSMUSG00000033382	Trappc8	2
ENSMUSG00000033392	Clasp2	2
ENSMUSG00000033396	Spg11	2
ENSMUSG00000033400	Agl	2
ENSMUSG00000033411	Ctdspl2	2
ENSMUSG00000033419	Snap91	2
ENSMUSG00000033458	Fan1	2
ENSMUSG00000033478	Fhip2a	2
ENSMUSG00000033487	Fndc3a	2
ENSMUSG00000033499	Larp4b	2
ENSMUSG00000033526	Ppip5k1	2
ENSMUSG00000033565	Rbfox2	2
ENSMUSG00000033577	Myo6	2
ENSMUSG00000033618	Map3k13	2
ENSMUSG00000033624	Pdpr	2
ENSMUSG00000033653	Vps8	2
ENSMUSG00000033658	Ddx19b	2
ENSMUSG00000033671	Cep350	2
ENSMUSG00000033721	Vav3	2
ENSMUSG00000033760	Rbm4b	2
ENSMUSG00000033769	Exoc6b	2
ENSMUSG00000033790	Tubgcp5	2
ENSMUSG00000033792	Atp7a	2
ENSMUSG00000033882	Rbm46	2
ENSMUSG00000033943	Mga	2
ENSMUSG00000033964	Zbtb41	2
ENSMUSG00000034021	Pds5b	2
ENSMUSG00000034063	4930590J08Rik	2
ENSMUSG00000034071	Zfp551	2
ENSMUSG00000034088	Hdlbp	2
ENSMUSG00000034101	Ctnnd1	2
ENSMUSG00000034111	Tmed8	2
ENSMUSG00000034145	Tmem63c	2
ENSMUSG00000034154	Ino80	2
ENSMUSG00000034158	Lrrc58	2
ENSMUSG00000034160	Ogt	2
ENSMUSG00000034163	Zfc3h1	2
ENSMUSG00000034187	Nsf	2
ENSMUSG00000034210	Efcab14	2
ENSMUSG00000034218	Atm	2
ENSMUSG00000034243	Golgb1	2
ENSMUSG00000034269	Setd5	2
ENSMUSG00000034275	Igsf9b	2
ENSMUSG00000034295	Fhod3	2
ENSMUSG00000034297	Med13	2
ENSMUSG00000034300	Fam53c	2
ENSMUSG00000034312	Iqsec1	2
ENSMUSG00000034342	Cbl	2
ENSMUSG00000034354	Mtmr3	2
ENSMUSG00000034377	Tulp4	2
ENSMUSG00000034402	Kcnh5	2
ENSMUSG00000034453	Polr3b	2
ENSMUSG00000034488	Edil3	2
ENSMUSG00000034557	Zfyve9	2
ENSMUSG00000034560	Washc4	2
ENSMUSG00000034563	Ccpg1	2
ENSMUSG00000034573	Ptpn13	2
ENSMUSG00000034574	Daam1	2
ENSMUSG00000034584	Exph5	2
ENSMUSG00000034593	Myo5a	2
ENSMUSG00000034602	Mon2	2
ENSMUSG00000034613	Ppm1h	2
ENSMUSG00000034636	Zyg11b	2
ENSMUSG00000034648	Lrrn1	2
ENSMUSG00000034653	Ythdc2	2
ENSMUSG00000034656	Cacna1a	2
ENSMUSG00000034663	Bmp2k	2
ENSMUSG00000034667	Xpot	2
ENSMUSG00000034723	Tmx4	2
ENSMUSG00000034724	Cnot6l	2
ENSMUSG00000034731	Dgkh	2
ENSMUSG00000034751	Mast4	2
ENSMUSG00000034755	Pcdh11x	2
ENSMUSG00000034801	Sos2	2
ENSMUSG00000034832	Tet3	2
ENSMUSG00000034912	Mdga2	2
ENSMUSG00000034926	Dhcr24	2
ENSMUSG00000034931	Dhx8	2
ENSMUSG00000034940	Synrg	2
ENSMUSG00000034951	Cog7	2
ENSMUSG00000034973	Dop1a	2
ENSMUSG00000034981	Parm1	2
ENSMUSG00000035011	Zbtb7a	2
ENSMUSG00000035045	Zc3h12b	2
ENSMUSG00000035078	Mtmr9	2
ENSMUSG00000035093	Secisbp2l	2
ENSMUSG00000035133	Arhgap5	2
ENSMUSG00000035151	Elmod2	2
ENSMUSG00000035164	Zc3h12c	2
ENSMUSG00000035173	Ccdc186	2
ENSMUSG00000035236	Scai	2
ENSMUSG00000035239	Neu3	2
ENSMUSG00000035247	Hectd1	2
ENSMUSG00000035248	Tut7	2
ENSMUSG00000035284	Vps13c	2
ENSMUSG00000035311	Gnptab	2
ENSMUSG00000035325	Sec31a	2
ENSMUSG00000035431	Sstr1	2
ENSMUSG00000035437	Rabgap1	2
ENSMUSG00000035476	Tab3	2
ENSMUSG00000035509	Fbxl21	2
ENSMUSG00000035566	Pcdh17	2
ENSMUSG00000035572	Dcaf10	2
ENSMUSG00000035596	Mboat7	2
ENSMUSG00000035614	Togaram1	2
ENSMUSG00000035623	Rsf1	2
ENSMUSG00000035666	Gtf3c4	2
ENSMUSG00000035681	Kcnc2	2
ENSMUSG00000035696	Rnf38	2
ENSMUSG00000035770	Dync1li2	2
ENSMUSG00000035798	Zdhhc17	2
ENSMUSG00000035847	Ids	2
ENSMUSG00000035877	Zhx3	2
ENSMUSG00000035901	Dennd5a	2
ENSMUSG00000035919	Bbs9	2
ENSMUSG00000035933	Cog5	2
ENSMUSG00000035936	Aldh5a1	2
ENSMUSG00000035941	Ibtk	2
ENSMUSG00000035954	Dock4	2
ENSMUSG00000035992	Fnip1	2
ENSMUSG00000036053	Fmnl2	2
ENSMUSG00000036104	Rab3gap1	2
ENSMUSG00000036155	Mgat5	2
ENSMUSG00000036192	Rorb	2
ENSMUSG00000036197	Gxylt1	2
ENSMUSG00000036242	Armh4	2
ENSMUSG00000036264	Fstl4	2
ENSMUSG00000036273	Lrrk2	2
ENSMUSG00000036333	Kidins220	2
ENSMUSG00000036377	Cracd	2
ENSMUSG00000036391	Sec24a	2
ENSMUSG00000036437	Npy1r	2
ENSMUSG00000036452	Arhgap26	2
ENSMUSG00000036499	Eea1	2
ENSMUSG00000036501	Fam13b	2
ENSMUSG00000036510	Cdh8	2
ENSMUSG00000036550	Cnot1	2
ENSMUSG00000036591	Arhgap21	2
ENSMUSG00000036617	Etl4	2
ENSMUSG00000036676	Tmtc3	2
ENSMUSG00000036698	Ago2	2
ENSMUSG00000036745	Ttll7	2
ENSMUSG00000036760	Kcnk9	2
ENSMUSG00000036790	Slitrk2	2
ENSMUSG00000036792	Mbd5	2
ENSMUSG00000036800	Fam135b	2
ENSMUSG00000036815	Dpp10	2
ENSMUSG00000036834	Plch1	2
ENSMUSG00000036893	Ehmt1	2
ENSMUSG00000036904	Fzd8	2
ENSMUSG00000036943	Rab8b	2
ENSMUSG00000036949	Slc39a12	2
ENSMUSG00000036990	Otud4	2
ENSMUSG00000037016	Frem2	2
ENSMUSG00000037110	Ralgapa2	2
ENSMUSG00000037111	Setd7	2
ENSMUSG00000037112	Sik2	2
ENSMUSG00000037119	Fam91a1	2
ENSMUSG00000037138	Aff3	2
ENSMUSG00000037172	Dennd11	2
ENSMUSG00000037234	Hook3	2
ENSMUSG00000037259	Dzank1	2
ENSMUSG00000037270	Bltp1	2
ENSMUSG00000037316	Bag4	2
ENSMUSG00000037331	Larp1	2
ENSMUSG00000037341	Slc9a7	2
ENSMUSG00000037343	Taf2	2
ENSMUSG00000037386	Rims2	2
ENSMUSG00000037416	Dmxl1	2
ENSMUSG00000037426	Depdc5	2
ENSMUSG00000037434	Slc30a1	2
ENSMUSG00000037470	Uggt1	2
ENSMUSG00000037487	Ubr5	2
ENSMUSG00000037503	Fam168b	2
ENSMUSG00000037533	Rapgef6	2
ENSMUSG00000037541	Shank2	2
ENSMUSG00000037605	Adgrl3	2
ENSMUSG00000037643	Prkci	2
ENSMUSG00000037646	Vps13b	2
ENSMUSG00000037652	Phc3	2
ENSMUSG00000037674	Rfx7	2
ENSMUSG00000037685	Atp8a1	2
ENSMUSG00000037692	Ahdc1	2
ENSMUSG00000037720	Tmem33	2
ENSMUSG00000037754	Ppp1r16b	2
ENSMUSG00000037813	D630003M21Rik	2
ENSMUSG00000037826	Ppm1k	2
ENSMUSG00000037857	Nufip2	2
ENSMUSG00000037876	Jmjd1c	2
ENSMUSG00000037890	Wdr19	2
ENSMUSG00000037905	Bri3bp	2
ENSMUSG00000037989	Wnk2	2
ENSMUSG00000037996	Slc24a2	2
ENSMUSG00000037999	Arap2	2
ENSMUSG00000038002	Cramp1	2
ENSMUSG00000038024	Dennd4c	2
ENSMUSG00000038025	Phf2	2
ENSMUSG00000038039	Gcc2	2
ENSMUSG00000038048	Cntnap5c	2
ENSMUSG00000038056	Kmt2c	2
ENSMUSG00000038065	Mturn	2
ENSMUSG00000038068	Rnf144b	2
ENSMUSG00000038084	Opa1	2
ENSMUSG00000038095	Sbno1	2
ENSMUSG00000038102	Trappc11	2
ENSMUSG00000038121	Fam210a	2
ENSMUSG00000038128	Camk4	2
ENSMUSG00000038143	Stox2	2
ENSMUSG00000038170	Pde4dip	2
ENSMUSG00000038172	Ttc39b	2
ENSMUSG00000038174	Hycc2	2
ENSMUSG00000038178	Slc43a2	2
ENSMUSG00000038256	Bcl9	2
ENSMUSG00000038257	Glra3	2
ENSMUSG00000038267	Slc22a23	2
ENSMUSG00000038324	Trpc4ap	2
ENSMUSG00000038349	Plcl1	2
ENSMUSG00000038384	Setd1b	2
ENSMUSG00000038437	Mllt6	2
ENSMUSG00000038453	Srcin1	2
ENSMUSG00000038473	Nos1ap	2
ENSMUSG00000038481	Cdk19	2
ENSMUSG00000038486	Sv2a	2
ENSMUSG00000038506	Dcun1d2	2
ENSMUSG00000038518	Jarid2	2
ENSMUSG00000038522	Mfsd4b1	2
ENSMUSG00000038533	Cbfa2t2	2
ENSMUSG00000038538	Ubn2	2
ENSMUSG00000038545	Cul7	2
ENSMUSG00000038564	Ift172	2
ENSMUSG00000038594	Cep85l	2
ENSMUSG00000038630	Zkscan16	2
ENSMUSG00000038664	Herc1	2
ENSMUSG00000038665	Dgki	2
ENSMUSG00000038708	Golga4	2
ENSMUSG00000038733	Wdr26	2
ENSMUSG00000038738	Shank1	2
ENSMUSG00000038773	Kdm3b	2
ENSMUSG00000038774	Ascc3	2
ENSMUSG00000038807	Rap1gap2	2
ENSMUSG00000038822	Hace1	2
ENSMUSG00000038827	Abitram	2
ENSMUSG00000038831	Ralgps1	2
ENSMUSG00000038844	Kif16b	2
ENSMUSG00000038866	Zcchc2	2
ENSMUSG00000038886	Man2a2	2
ENSMUSG00000038894	Irs2	2
ENSMUSG00000038909	Kat7	2
ENSMUSG00000038914	Dido1	2
ENSMUSG00000038916	Mtcl3	2
ENSMUSG00000038970	Lmtk2	2
ENSMUSG00000039000	Ube3c	2
ENSMUSG00000039047	Pigk	2
ENSMUSG00000039065	Atpsckmt	2
ENSMUSG00000039068	Zzz3	2
ENSMUSG00000039086	Ss18l1	2
ENSMUSG00000039100	Marchf6	2
ENSMUSG00000039116	Adgrg6	2
ENSMUSG00000039145	Camk1d	2
ENSMUSG00000039159	Ube2h	2
ENSMUSG00000039191	Rbpj	2
ENSMUSG00000039202	Abhd2	2
ENSMUSG00000039254	Pomt1	2
ENSMUSG00000039262	Prrc2b	2
ENSMUSG00000039270	Megf9	2
ENSMUSG00000039313	Minar1	2
ENSMUSG00000039354	Smarcal1	2
ENSMUSG00000039414	Heatr5b	2
ENSMUSG00000039419	Cntnap2	2
ENSMUSG00000039477	Tnrc18	2
ENSMUSG00000039485	Tspyl4	2
ENSMUSG00000039501	Znfx1	2
ENSMUSG00000039542	Ncam1	2
ENSMUSG00000039578	Ccser1	2
ENSMUSG00000039579	Grin3a	2
ENSMUSG00000039585	Myo9a	2
ENSMUSG00000039646	Vasn	2
ENSMUSG00000039652	Cpeb3	2
ENSMUSG00000039683	Sdk1	2
ENSMUSG00000039697	Ncoa7	2
ENSMUSG00000039704	Lmbrd2	2
ENSMUSG00000039716	Dock3	2
ENSMUSG00000039741	Bahcc1	2
ENSMUSG00000039753	Fbxl5	2
ENSMUSG00000039763	Dnajc28	2
ENSMUSG00000039765	Cc2d2a	2
ENSMUSG00000039782	Cpeb2	2
ENSMUSG00000039789	Zfp597	2
ENSMUSG00000039801	Cplane1	2
ENSMUSG00000039809	Gabbr2	2
ENSMUSG00000039840	Epg5	2
ENSMUSG00000039841	Zfp800	2
ENSMUSG00000039852	Rere	2
ENSMUSG00000039891	Txlnb	2
ENSMUSG00000039952	Dag1	2
ENSMUSG00000039953	Clstn1	2
ENSMUSG00000039976	Tbc1d16	2
ENSMUSG00000040003	Magi2	2
ENSMUSG00000040021	Lats1	2
ENSMUSG00000040022	Rab11fip2	2
ENSMUSG00000040029	Ipo8	2
ENSMUSG00000040035	Disp2	2
ENSMUSG00000040037	Negr1	2
ENSMUSG00000040111	Gramd1b	2
ENSMUSG00000040125	Gpr26	2
ENSMUSG00000040177	2310057M21Rik	2
ENSMUSG00000040209	Zfp704	2
ENSMUSG00000040225	Prrc2c	2
ENSMUSG00000040249	Lrp1	2
ENSMUSG00000040265	Dnm3	2
ENSMUSG00000040270	Bach2	2
ENSMUSG00000040325	Dcaf1	2
ENSMUSG00000040327	Cul9	2
ENSMUSG00000040372	Gpr63	2
ENSMUSG00000040383	Aqr	2
ENSMUSG00000040407	Akap9	2
ENSMUSG00000040420	Cdh18	2
ENSMUSG00000040423	Rc3h1	2
ENSMUSG00000040430	Pitpnc1	2
ENSMUSG00000040433	Zbtb38	2
ENSMUSG00000040455	Usp45	2
ENSMUSG00000040481	Bptf	2
ENSMUSG00000040524	Zfp609	2
ENSMUSG00000040537	Adam22	2
ENSMUSG00000040548	Tex2	2
ENSMUSG00000040549	Ckap5	2
ENSMUSG00000040560	Wdr7	2
ENSMUSG00000040584	Abcb1a	2
ENSMUSG00000040596	Pogk	2
ENSMUSG00000040648	Ppip5k2	2
ENSMUSG00000040661	Rad54l2	2
ENSMUSG00000040687	Madd	2
ENSMUSG00000040697	Dnajc16	2
ENSMUSG00000040720	Virma	2
ENSMUSG00000040721	Zfhx2	2
ENSMUSG00000040724	Kcna2	2
ENSMUSG00000040760	Appl1	2
ENSMUSG00000040761	Spen	2
ENSMUSG00000040785	Ttc3	2
ENSMUSG00000040855	Reps2	2
ENSMUSG00000040865	Ino80d	2
ENSMUSG00000040896	Kcnd3	2
ENSMUSG00000040907	Atp1a3	2
ENSMUSG00000040929	Rfx3	2
ENSMUSG00000041037	Irgq	2
ENSMUSG00000041040	Fam117b	2
ENSMUSG00000041133	Smc1a	2
ENSMUSG00000041229	Phf8	2
ENSMUSG00000041245	Wnk3	2
ENSMUSG00000041258	Zfp236	2
ENSMUSG00000041268	Dmxl2	2
ENSMUSG00000041297	Cdk13	2
ENSMUSG00000041298	Katnal1	2
ENSMUSG00000041303	Gtf3c3	2
ENSMUSG00000041313	Slc7a1	2
ENSMUSG00000041341	Atg2b	2
ENSMUSG00000041380	Htr2c	2
ENSMUSG00000041408	Wapl	2
ENSMUSG00000041415	Dicer1	2
ENSMUSG00000041417	Pik3r1	2
ENSMUSG00000041439	Mfsd6	2
ENSMUSG00000041444	Arhgap32	2
ENSMUSG00000041459	Tardbp	2
ENSMUSG00000041530	Ago1	2
ENSMUSG00000041552	Ptchd1	2
ENSMUSG00000041570	Camsap2	2
ENSMUSG00000041592	Sdk2	2
ENSMUSG00000041624	Gucy1a2	2
ENSMUSG00000041638	Gcn1	2
ENSMUSG00000041649	Klf8	2
ENSMUSG00000041670	Rims1	2
ENSMUSG00000041702	Btbd7	2
ENSMUSG00000041710	Trpc5	2
ENSMUSG00000041720	Pi4ka	2
ENSMUSG00000041757	Plekha6	2
ENSMUSG00000041771	Slc24a4	2
ENSMUSG00000041817	Fam169a	2
ENSMUSG00000041828	Abca8a	2
ENSMUSG00000041852	Tcf20	2
ENSMUSG00000041945	Mfsd9	2
ENSMUSG00000041954	Tnfrsf18	2
ENSMUSG00000041966	Dcaf17	2
ENSMUSG00000041977	Arhgef11	2
ENSMUSG00000042029	Ncapg2	2
ENSMUSG00000042046	Dstyk	2
ENSMUSG00000042055	Wdr11	2
ENSMUSG00000042082	Arsb	2
ENSMUSG00000042104	Uggt2	2
ENSMUSG00000042185	Nfrkb	2
ENSMUSG00000042197	Zfp451	2
ENSMUSG00000042202	Slc35e2	2
ENSMUSG00000042211	Fbxo38	2
ENSMUSG00000042272	Sestd1	2
ENSMUSG00000042302	Ehbp1	2
ENSMUSG00000042323	Pbrm1	2
ENSMUSG00000042331	Specc1	2
ENSMUSG00000042390	Gatad2b	2
ENSMUSG00000042410	Agps	2
ENSMUSG00000042425	Frmpd3	2
ENSMUSG00000042444	Mindy2	2
ENSMUSG00000042446	Zmym4	2
ENSMUSG00000042447	Mios	2
ENSMUSG00000042453	Reln	2
ENSMUSG00000042507	Mideas	2
ENSMUSG00000042520	Ubap2l	2
ENSMUSG00000042548	Asxl1	2
ENSMUSG00000042595	Fam199x	2
ENSMUSG00000042599	Kdm7a	2
ENSMUSG00000042650	Alkbh5	2
ENSMUSG00000042680	Garem1	2
ENSMUSG00000042688	Mapk6	2
ENSMUSG00000042699	Dhx9	2
ENSMUSG00000042717	Ppp1r3a	2
ENSMUSG00000042724	Map3k9	2
ENSMUSG00000042743	Sgtb	2
ENSMUSG00000042744	Hectd4	2
ENSMUSG00000042772	Smg7	2
ENSMUSG00000042807	Hecw2	2
ENSMUSG00000042942	Greb1l	2
ENSMUSG00000043019	Edem3	2
ENSMUSG00000043207	Zmpste24	2
ENSMUSG00000043252	Tmem64	2
ENSMUSG00000043259	Fam13c	2
ENSMUSG00000043262	Uevld	2
ENSMUSG00000043279	Trim56	2
ENSMUSG00000043301	Kcnj6	2
ENSMUSG00000043313	Pcdhb19	2
ENSMUSG00000043384	Gprasp1	2
ENSMUSG00000043415	Otud1	2
ENSMUSG00000043458	Pcdhb12	2
ENSMUSG00000043463	Rab9b	2
ENSMUSG00000043467	Zbtb37	2
ENSMUSG00000043535	Setx	2
ENSMUSG00000043668	Tox3	2
ENSMUSG00000043671	Dpy19l3	2
ENSMUSG00000043885	Slc36a4	2
ENSMUSG00000043903	Zfp469	2
ENSMUSG00000043909	Trp53bp1	2
ENSMUSG00000043940	Wdfy3	2
ENSMUSG00000044022	Pcdhb21	2
ENSMUSG00000044042	Fmn1	2
ENSMUSG00000044071	Tafa2	2
ENSMUSG00000044072	Eml6	2
ENSMUSG00000044149	Nkrf	2
ENSMUSG00000044288	Cnr1	2
ENSMUSG00000044308	Ubr3	2
ENSMUSG00000044340	Phlpp1	2
ENSMUSG00000044375	Pcare	2
ENSMUSG00000044465	Fhip1b	2
ENSMUSG00000044647	Csrnp3	2
ENSMUSG00000044749	Abca6	2
ENSMUSG00000044791	Setd2	2
ENSMUSG00000044795	Cyb5d1	2
ENSMUSG00000044864	Ankrd50	2
ENSMUSG00000045034	Ankrd34b	2
ENSMUSG00000045039	Megf8	2
ENSMUSG00000045095	Magi1	2
ENSMUSG00000045098	Kmt5b	2
ENSMUSG00000045103	Dmd	2
ENSMUSG00000045180	Shroom2	2
ENSMUSG00000045205	Dpy19l4	2
ENSMUSG00000045210	Vcpip1	2
ENSMUSG00000045350	Fam186a	2
ENSMUSG00000045455	Gm9797	2
ENSMUSG00000045482	Trrap	2
ENSMUSG00000045515	Pou3f3	2
ENSMUSG00000045589	Frrs1l	2
ENSMUSG00000045648	Vwc2l	2
ENSMUSG00000045767	B230219D22Rik	2
ENSMUSG00000045875	Adra1a	2
ENSMUSG00000045896	Paip2b	2
ENSMUSG00000045962	Wnk1	2
ENSMUSG00000045967	Gpr158	2
ENSMUSG00000045973	Slc25a51	2
ENSMUSG00000045983	Eif4g1	2
ENSMUSG00000046032	Snx12	2
ENSMUSG00000046201	Scaf8	2
ENSMUSG00000046230	Vps13a	2
ENSMUSG00000046324	Ermp1	2
ENSMUSG00000046449	Nexmif	2
ENSMUSG00000046532	Ar	2
ENSMUSG00000046572	Zfp518b	2
ENSMUSG00000046574	Prr12	2
ENSMUSG00000046699	Slitrk4	2
ENSMUSG00000046709	Mapk10	2
ENSMUSG00000046743	Fat4	2
ENSMUSG00000046785	Epm2aip1	2
ENSMUSG00000046873	Mbtps2	2
ENSMUSG00000046876	Atxn1	2
ENSMUSG00000046959	Slc26a1	2
ENSMUSG00000046994	Mars2	2
ENSMUSG00000047003	Zfp41	2
ENSMUSG00000047013	Fbxo41	2
ENSMUSG00000047037	Nipa1	2
ENSMUSG00000047045	Tmem164	2
ENSMUSG00000047126	Cltc	2
ENSMUSG00000047146	Tet1	2
ENSMUSG00000047193	Dync2h1	2
ENSMUSG00000047248	C2cd3	2
ENSMUSG00000047307	Pcdhb13	2
ENSMUSG00000047344	Lancl3	2
ENSMUSG00000047363	Cstad	2
ENSMUSG00000047412	Zbtb44	2
ENSMUSG00000047414	Flrt2	2
ENSMUSG00000047419	Cmya5	2
ENSMUSG00000047485	Klhl34	2
ENSMUSG00000047496	Rnf152	2
ENSMUSG00000047694	Yipf6	2
ENSMUSG00000047710	Champ1	2
ENSMUSG00000047747	Rnf150	2
ENSMUSG00000047759	Hs3st3a1	2
ENSMUSG00000047773	Ankfn1	2
ENSMUSG00000047798	Cd300lf	2
ENSMUSG00000047804	Akap10	2
ENSMUSG00000047842	Diras2	2
ENSMUSG00000047888	Tnrc6b	2
ENSMUSG00000047910	Pcdhb16	2
ENSMUSG00000047959	Kcna3	2
ENSMUSG00000047976	Kcna1	2
ENSMUSG00000048000	Gigyf2	2
ENSMUSG00000048047	Zbtb33	2
ENSMUSG00000048109	Rbm15	2
ENSMUSG00000048148	Nwd1	2
ENSMUSG00000048154	Kmt2d	2
ENSMUSG00000048249	Crebrf	2
ENSMUSG00000048264	Dip2c	2
ENSMUSG00000048271	Rbm33	2
ENSMUSG00000048279	Sacs	2
ENSMUSG00000048280	Zfp738	2
ENSMUSG00000048304	Slitrk3	2
ENSMUSG00000048330	Ric3	2
ENSMUSG00000048490	Nrip1	2
ENSMUSG00000048732	Klhl11	2
ENSMUSG00000048787	Dcun1d3	2
ENSMUSG00000048814	Lonrf2	2
ENSMUSG00000048874	Phf3	2
ENSMUSG00000048911	Rnf24	2
ENSMUSG00000048939	Atp13a5	2
ENSMUSG00000048960	Prex2	2
ENSMUSG00000049100	Pcdh10	2
ENSMUSG00000049148	Plcxd3	2
ENSMUSG00000049176	Frmpd4	2
ENSMUSG00000049252	Lrp1b	2
ENSMUSG00000049313	Sorl1	2
ENSMUSG00000049323	Smcr8	2
ENSMUSG00000049336	Tenm2	2
ENSMUSG00000049354	Dcaf7	2
ENSMUSG00000049470	Aff4	2
ENSMUSG00000049516	Spty2d1	2
ENSMUSG00000049550	Clip1	2
ENSMUSG00000049553	Polr1a	2
ENSMUSG00000049562	Ap5b1	2
ENSMUSG00000049608	Gpr55	2
ENSMUSG00000049624	Slc17a5	2
ENSMUSG00000049658	Bdp1	2
ENSMUSG00000049659	Aftph	2
ENSMUSG00000049804	Armcx4	2
ENSMUSG00000050064	Zfp697	2
ENSMUSG00000050079	Rspry1	2
ENSMUSG00000050141	Spata31f3	2
ENSMUSG00000050192	Eif5a2	2
ENSMUSG00000050272	Dscam	2
ENSMUSG00000050310	Rictor	2
ENSMUSG00000050556	Kcnb1	2
ENSMUSG00000050663	Trhde	2
ENSMUSG00000050812	Ecpas	2
ENSMUSG00000050954	Zfp169	2
ENSMUSG00000051034	Zfp11	2
ENSMUSG00000051149	Adnp	2
ENSMUSG00000051323	Pcdh19	2
ENSMUSG00000051331	Cacna1c	2
ENSMUSG00000051335	Gfod1	2
ENSMUSG00000051344	Plekhm3	2
ENSMUSG00000051375	Pcdh1	2
ENSMUSG00000051396	Msantd7	2
ENSMUSG00000051401	Kctd16	2
ENSMUSG00000051486	Pcdhb11	2
ENSMUSG00000051527	Usp29	2
ENSMUSG00000051586	Mical3	2
ENSMUSG00000051599	Pcdhb2	2
ENSMUSG00000051674	Dcun1d4	2
ENSMUSG00000051910	Sox6	2
ENSMUSG00000051951	Xkr4	2
ENSMUSG00000052299	Ltn1	2
ENSMUSG00000052302	Tbc1d30	2
ENSMUSG00000052305	Hbb-bs	2
ENSMUSG00000052372	Il1rapl1	2
ENSMUSG00000052387	Trpm3	2
ENSMUSG00000052407	Ccdc171	2
ENSMUSG00000052430	Bmpr1b	2
ENSMUSG00000052459	Atp6v1a	2
ENSMUSG00000052504	Epha3	2
ENSMUSG00000052512	Nav2	2
ENSMUSG00000052516	Robo2	2
ENSMUSG00000052539	Magi3	2
ENSMUSG00000052544	St6galnac3	2
ENSMUSG00000052557	Gan	2
ENSMUSG00000052572	Dlg2	2
ENSMUSG00000052632	Asap2	2
ENSMUSG00000052684	Jun	2
ENSMUSG00000052698	Tln2	2
ENSMUSG00000052727	Map1b	2
ENSMUSG00000052889	Prkcb	2
ENSMUSG00000052920	Prkg1	2
ENSMUSG00000052928	Ctif	2
ENSMUSG00000053007	Creb5	2
ENSMUSG00000053025	Sv2b	2
ENSMUSG00000053046	Brsk2	2
ENSMUSG00000053081	1700069B07Rik	2
ENSMUSG00000053141	Ptprt	2
ENSMUSG00000053199	Arhgap20	2
ENSMUSG00000053214	Gm9899	2
ENSMUSG00000053293	Pom121	2
ENSMUSG00000053465	Hs6st3	2
ENSMUSG00000053580	Tanc2	2
ENSMUSG00000053617	Sh3pxd2a	2
ENSMUSG00000053626	Tll1	2
ENSMUSG00000053641	Dennd4a	2
ENSMUSG00000053646	Plxnb1	2
ENSMUSG00000053702	Nebl	2
ENSMUSG00000053754	Chd8	2
ENSMUSG00000053774	Ubxn7	2
ENSMUSG00000053819	Camk2d	2
ENSMUSG00000053835	H2-T24	2
ENSMUSG00000053838	Nudcd3	2
ENSMUSG00000053877	Srcap	2
ENSMUSG00000054008	Ndst1	2
ENSMUSG00000054263	Lifr	2
ENSMUSG00000054280	Prr14l	2
ENSMUSG00000054387	Mdm4	2
ENSMUSG00000054414	Slc30a7	2
ENSMUSG00000054423	Cadps	2
ENSMUSG00000054611	Kdm2a	2
ENSMUSG00000054640	Slc8a1	2
ENSMUSG00000054693	Adam10	2
ENSMUSG00000054752	Fsd1l	2
ENSMUSG00000054823	Nsd3	2
ENSMUSG00000054843	Atrnl1	2
ENSMUSG00000054939	Zfp174	2
